Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/29/2020,WDD2221591A470796,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470497,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470500,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470500,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A417319,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A417319,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470147,No,Yes,AV System,Street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470147,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470147,No,Yes,AV System,Street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. 
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470238,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470238,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470238,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"Mercedes Benz Research & Development North America, Inc",AVT002,1/30/2020,WDD2221591A470238,No,Yes,Test Driver,Street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
